onset,name
1.235000e+02,food-18.jpg
124,food-48.jpg
1.245000e+02,food-19.jpg
125,food-16.jpg
1.255000e+02,food-72.jpg
126,adult-7.jpg
1.265000e+02,adult-38.jpg
127,adult-58.jpg
1.275000e+02,adult-76.jpg
128,adult-42.jpg
1.285000e+02,adult-28.jpg
129,adult-17.jpg
1.295000e+02,adult-41.jpg
130,adult-47.jpg
1.305000e+02,adult-80.jpg
131,adult-14.jpg
1.315000e+02,adult-46.jpg
132,word-17.jpg
1.325000e+02,word-47.jpg
133,word-68.jpg
1.335000e+02,word-58.jpg
134,word-58.jpg
1.345000e+02,word-52.jpg
135,word-66.jpg
1.355000e+02,word-3.jpg
136,word-26.jpg
1.365000e+02,word-44.jpg
137,word-34.jpg
1.375000e+02,word-24.jpg
138,adult-56.jpg
1.385000e+02,adult-63.jpg
139,adult-8.jpg
1.395000e+02,adult-67.jpg
140,adult-59.jpg
1.405000e+02,adult-79.jpg
141,adult-5.jpg
1.415000e+02,adult-48.jpg
142,adult-53.jpg
1.425000e+02,adult-29.jpg
143,adult-21.jpg
1.435000e+02,adult-25.jpg
144,adult-52.jpg
1.445000e+02,adult-37.jpg
145,adult-64.jpg
1.455000e+02,adult-31.jpg
146,adult-49.jpg
1.465000e+02,adult-27.jpg
147,adult-61.jpg
1.475000e+02,adult-50.jpg
148,adult-50.jpg
1.485000e+02,adult-43.jpg
149,adult-19.jpg
1.495000e+02,adult-44.jpg
150,baseline
1.505000e+02,baseline
151,baseline
1.515000e+02,baseline
152,baseline
1.525000e+02,baseline
153,baseline
1.535000e+02,baseline
154,baseline
1.545000e+02,baseline
155,baseline
1.555000e+02,baseline
156,body-62.jpg
1.565000e+02,body-62.jpg
157,body-31.jpg
1.575000e+02,body-78.jpg
158,body-20.jpg
1.585000e+02,body-68.jpg
159,body-46.jpg
1.595000e+02,body-17.jpg
160,body-52.jpg
1.605000e+02,body-59.jpg
161,body-2.jpg
1.615000e+02,body-6.jpg
162,house-21.jpg
1.625000e+02,house-24.jpg
163,house-33.jpg
1.635000e+02,house-17.jpg
164,house-74.jpg
1.645000e+02,house-1.jpg
165,house-76.jpg
1.655000e+02,house-32.jpg
166,house-30.jpg
1.665000e+02,house-54.jpg
167,house-34.jpg
1.675000e+02,house-40.jpg
168,adult-15.jpg
1.685000e+02,adult-15.jpg
169,adult-1.jpg
1.695000e+02,adult-36.jpg
170,adult-71.jpg
1.705000e+02,adult-23.jpg
171,adult-65.jpg
1.715000e+02,adult-2.jpg
172,adult-4.jpg
1.725000e+02,adult-18.jpg
173,adult-75.jpg
1.735000e+02,adult-24.jpg
174,body-8.jpg
1.745000e+02,body-29.jpg
175,body-26.jpg
1.755000e+02,body-77.jpg
176,body-54.jpg
1.765000e+02,body-12.jpg
177,body-47.jpg
1.775000e+02,body-55.jpg
178,body-19.jpg
1.785000e+02,body-7.jpg
179,body-7.jpg
1.795000e+02,body-27.jpg
180,baseline
1.805000e+02,baseline
181,baseline
1.815000e+02,baseline
182,baseline
1.825000e+02,baseline
183,baseline
1.835000e+02,baseline
184,baseline
1.845000e+02,baseline
185,baseline
1.855000e+02,baseline
186,food-1.jpg
1.865000e+02,food-1.jpg
187,food-27.jpg
1.875000e+02,food-37.jpg
188,food-4.jpg
1.885000e+02,food-36.jpg
189,food-2.jpg
1.895000e+02,food-14.jpg
190,food-28.jpg
1.905000e+02,food-58.jpg
191,food-67.jpg
1.915000e+02,food-17.jpg
192,baseline
1.925000e+02,baseline
193,baseline
1.935000e+02,baseline
194,baseline
1.945000e+02,baseline
195,baseline
1.955000e+02,baseline
196,baseline
1.965000e+02,baseline
197,baseline
1.975000e+02,baseline
198,word-72.jpg
1.985000e+02,word-55.jpg
199,word-11.jpg
1.995000e+02,word-59.jpg
200,word-59.jpg
2.005000e+02,word-30.jpg
201,word-15.jpg
2.015000e+02,word-45.jpg
202,word-35.jpg
2.025000e+02,word-65.jpg
203,word-54.jpg
2.035000e+02,word-43.jpg
204,food-73.jpg
2.045000e+02,food-40.jpg
205,food-41.jpg
2.055000e+02,food-78.jpg
206,food-47.jpg
2.065000e+02,food-79.jpg
207,food-60.jpg
2.075000e+02,food-23.jpg
208,food-62.jpg
2.085000e+02,food-46.jpg
209,food-43.jpg
2.095000e+02,food-24.jpg
210,body-42.jpg
2.105000e+02,body-60.jpg
211,body-69.jpg
2.115000e+02,body-57.jpg
212,body-75.jpg
2.125000e+02,body-63.jpg
213,body-63.jpg
2.135000e+02,body-51.jpg
214,body-9.jpg
2.145000e+02,body-33.jpg
215,body-36.jpg
2.155000e+02,body-44.jpg
216,body-35.jpg
2.165000e+02,body-32.jpg
217,body-67.jpg
2.175000e+02,body-24.jpg
218,body-4.jpg
2.185000e+02,body-73.jpg
219,body-65.jpg
2.195000e+02,body-3.jpg
220,body-50.jpg
2.205000e+02,body-72.jpg
221,body-43.jpg
2.215000e+02,body-71.jpg
222,baseline
2.225000e+02,baseline
223,baseline
2.235000e+02,baseline
224,baseline
2.245000e+02,baseline
225,baseline
2.255000e+02,baseline
226,baseline
2.265000e+02,baseline
227,baseline
2.275000e+02,baseline
