onset,name
1.245000e+02,word-5.jpg
125,word-61.jpg
1.255000e+02,word-57.jpg
126,house-75.jpg
1.265000e+02,house-29.jpg
127,house-12.jpg
1.275000e+02,house-39.jpg
128,house-76.jpg
1.285000e+02,house-19.jpg
129,house-47.jpg
1.295000e+02,house-44.jpg
130,house-46.jpg
1.305000e+02,house-11.jpg
131,house-3.jpg
1.315000e+02,house-57.jpg
132,food-75.jpg
1.325000e+02,food-75.jpg
133,food-13.jpg
1.335000e+02,food-71.jpg
134,food-53.jpg
1.345000e+02,food-68.jpg
135,food-24.jpg
1.355000e+02,food-66.jpg
136,food-12.jpg
1.365000e+02,food-45.jpg
137,food-65.jpg
1.375000e+02,food-55.jpg
138,word-58.jpg
1.385000e+02,word-66.jpg
139,word-27.jpg
1.395000e+02,word-8.jpg
140,word-67.jpg
1.405000e+02,word-31.jpg
141,word-31.jpg
1.415000e+02,word-52.jpg
142,word-38.jpg
1.425000e+02,word-29.jpg
143,word-18.jpg
1.435000e+02,word-64.jpg
144,word-50.jpg
1.445000e+02,word-59.jpg
145,word-9.jpg
1.455000e+02,word-73.jpg
146,word-68.jpg
1.465000e+02,word-12.jpg
147,word-6.jpg
1.475000e+02,word-25.jpg
148,word-47.jpg
1.485000e+02,word-63.jpg
149,word-79.jpg
1.495000e+02,word-28.jpg
150,adult-79.jpg
1.505000e+02,adult-52.jpg
151,adult-12.jpg
1.515000e+02,adult-57.jpg
152,adult-80.jpg
1.525000e+02,adult-34.jpg
153,adult-40.jpg
1.535000e+02,adult-71.jpg
154,adult-38.jpg
1.545000e+02,adult-41.jpg
155,adult-26.jpg
1.555000e+02,adult-61.jpg
156,body-73.jpg
1.565000e+02,body-54.jpg
157,body-7.jpg
1.575000e+02,body-58.jpg
158,body-62.jpg
1.585000e+02,body-59.jpg
159,body-49.jpg
1.595000e+02,body-13.jpg
160,body-64.jpg
1.605000e+02,body-64.jpg
161,body-44.jpg
1.615000e+02,body-52.jpg
162,body-36.jpg
1.625000e+02,body-20.jpg
163,body-38.jpg
1.635000e+02,body-25.jpg
164,body-4.jpg
1.645000e+02,body-57.jpg
165,body-27.jpg
1.655000e+02,body-75.jpg
166,body-23.jpg
1.665000e+02,body-65.jpg
167,body-65.jpg
1.675000e+02,body-21.jpg
168,house-60.jpg
1.685000e+02,house-23.jpg
169,house-6.jpg
1.695000e+02,house-6.jpg
170,house-40.jpg
1.705000e+02,house-2.jpg
171,house-45.jpg
1.715000e+02,house-62.jpg
172,house-35.jpg
1.725000e+02,house-66.jpg
173,house-13.jpg
1.735000e+02,house-80.jpg
174,body-30.jpg
1.745000e+02,body-80.jpg
175,body-80.jpg
1.755000e+02,body-33.jpg
176,body-63.jpg
1.765000e+02,body-24.jpg
177,body-32.jpg
1.775000e+02,body-16.jpg
178,body-47.jpg
1.785000e+02,body-31.jpg
179,body-55.jpg
1.795000e+02,body-41.jpg
180,baseline
1.805000e+02,baseline
181,baseline
1.815000e+02,baseline
182,baseline
1.825000e+02,baseline
183,baseline
1.835000e+02,baseline
184,baseline
1.845000e+02,baseline
185,baseline
1.855000e+02,baseline
186,baseline
1.865000e+02,baseline
187,baseline
1.875000e+02,baseline
188,baseline
1.885000e+02,baseline
189,baseline
1.895000e+02,baseline
190,baseline
1.905000e+02,baseline
191,baseline
1.915000e+02,baseline
192,house-43.jpg
1.925000e+02,house-32.jpg
193,house-50.jpg
1.935000e+02,house-79.jpg
194,house-68.jpg
1.945000e+02,house-67.jpg
195,house-16.jpg
1.955000e+02,house-8.jpg
196,house-37.jpg
1.965000e+02,house-22.jpg
197,house-36.jpg
1.975000e+02,house-14.jpg
198,adult-65.jpg
1.985000e+02,adult-69.jpg
199,adult-22.jpg
1.995000e+02,adult-43.jpg
200,adult-13.jpg
2.005000e+02,adult-37.jpg
201,adult-49.jpg
2.015000e+02,adult-24.jpg
202,adult-73.jpg
2.025000e+02,adult-15.jpg
203,adult-46.jpg
2.035000e+02,adult-27.jpg
204,adult-77.jpg
2.045000e+02,adult-77.jpg
205,adult-44.jpg
2.055000e+02,adult-21.jpg
206,adult-78.jpg
2.065000e+02,adult-48.jpg
207,adult-76.jpg
2.075000e+02,adult-63.jpg
208,adult-9.jpg
2.085000e+02,adult-64.jpg
209,adult-8.jpg
2.095000e+02,adult-6.jpg
210,food-11.jpg
2.105000e+02,food-33.jpg
211,food-26.jpg
2.115000e+02,food-35.jpg
212,food-35.jpg
2.125000e+02,food-28.jpg
213,food-79.jpg
2.135000e+02,food-14.jpg
214,food-51.jpg
2.145000e+02,food-34.jpg
215,food-56.jpg
2.155000e+02,food-29.jpg
216,food-77.jpg
2.165000e+02,food-73.jpg
217,food-43.jpg
2.175000e+02,food-6.jpg
218,food-27.jpg
2.185000e+02,food-31.jpg
219,food-18.jpg
2.195000e+02,food-69.jpg
220,food-7.jpg
2.205000e+02,food-44.jpg
221,food-64.jpg
2.215000e+02,food-46.jpg
222,baseline
2.225000e+02,baseline
223,baseline
2.235000e+02,baseline
224,baseline
2.245000e+02,baseline
225,baseline
2.255000e+02,baseline
226,baseline
2.265000e+02,baseline
227,baseline
2.275000e+02,baseline
